date,port_ret,n_legs
2025-10-29 04:00:00,-0.013624231026149963,3
2025-10-30 04:00:00,-0.008586309118109762,3
2025-10-31 04:00:00,0.002811064433453872,4
2025-11-03 05:00:00,0.0019555024645732254,2
2025-11-04 05:00:00,-0.018378907401924542,2
2025-11-05 05:00:00,0.009998310014607683,2
2025-11-06 05:00:00,-0.015805066843907936,3
2025-11-07 05:00:00,0.007193220176774333,4
2025-11-10 05:00:00,0.008650047601728137,3
2025-11-11 05:00:00,0.0008709365134417055,2
2025-11-12 05:00:00,-0.0024664458655349387,1
